Paper Name:,Field,First Pass,Second Pass,Matches,FAIR Letter
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,F1.2. Different versions of the software are assigned distinct identifiers.,No,Artefact Unavailable,False,F
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,Artefact Unavailable,False,F
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,No,Artefact Unavailable,False,F
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",No,Artefact Unavailable,False,F
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,Artefact Unavailable,False,I
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,Artefact Unavailable,False,I
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Artefact Unavailable,False,R
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,R1.1. Software is given a clear and accessible license.,Yes,Artefact Unavailable,False,R
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,R1.2. Software is associated with detailed provenance (version history).,Yes,Artefact Unavailable,False,R
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,Artefact Unavailable,False,R
Improved Detection and Diagnosis of Faults in Deep Neural Networks Using Hierarchical and Explainable Classification,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,Artefact Unavailable,False,R
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),,Yes,False,A
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"A1.1. The protocol is open, free, and universally implementable.",,Yes,False,A
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",,Not necessary,False,A
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"A2. Metadata are accessible, even when the software is no longer available.",,Software is currently available,False,A
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,F1. Software is assigned a globally unique and persistent identifier (DOI),,No,False,F
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,,Yes,False,F
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,F1.2. Different versions of the software are assigned distinct identifiers.,,Yes,False,F
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,,Yes,False,F
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,,No,False,F
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",,No,False,F
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",,Yes,False,I
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",,No: no datasets used,False,I
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",,Yes,False,R
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,R1.1. Software is given a clear and accessible license.,,Yes,False,R
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,R1.2. Software is associated with detailed provenance (version history).,,Yes,False,R
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",,Yes,False,R
Increasing the Effectiveness of Automatically Generated Tests by Improving Class Observability,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",,Yes,False,R
Instruct or Interact? Exploring and Eliciting LLMs' Capability in Code Snippet Adaptation Through Prompt Engineering,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
Instruct or Interact? Exploring and Eliciting LLMs' Capability in Code Snippet Adaptation Through Prompt Engineering,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,No: program uses external libraries but are not referenced appropriately,False,R
Instruct or Interact? Exploring and Eliciting LLMs' Capability in Code Snippet Adaptation Through Prompt Engineering,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
Instrumentation-Driven Evolution-Aware Runtime Verification,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
Instrumentation-Driven Evolution-Aware Runtime Verification,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Instrumentation-Driven Evolution-Aware Runtime Verification,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,No: program uses external libraries but are not referenced appropriately,False,R
Intention is All you Need: Refining your Code from your Intention,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),,No,False,A
Intention is All you Need: Refining your Code from your Intention,"A1.1. The protocol is open, free, and universally implementable.",,Yes,False,A
Intention is All you Need: Refining your Code from your Intention,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",,Not necessary,False,A
Intention is All you Need: Refining your Code from your Intention,"A2. Metadata are accessible, even when the software is no longer available.",,No,False,A
Intention is All you Need: Refining your Code from your Intention,F1. Software is assigned a globally unique and persistent identifier (DOI),,No,False,F
Intention is All you Need: Refining your Code from your Intention,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,,No,False,F
Intention is All you Need: Refining your Code from your Intention,F1.2. Different versions of the software are assigned distinct identifiers.,,No,False,F
Intention is All you Need: Refining your Code from your Intention,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,,No,False,F
Intention is All you Need: Refining your Code from your Intention,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,,No,False,F
Intention is All you Need: Refining your Code from your Intention,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",,No,False,F
Intention is All you Need: Refining your Code from your Intention,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",,Yes,False,I
Intention is All you Need: Refining your Code from your Intention,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",,No: datasets used but not referenced appropriately,False,I
Intention is All you Need: Refining your Code from your Intention,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",,No,False,R
Intention is All you Need: Refining your Code from your Intention,R1.1. Software is given a clear and accessible license.,,No,False,R
Intention is All you Need: Refining your Code from your Intention,R1.2. Software is associated with detailed provenance (version history).,,No,False,R
Intention is All you Need: Refining your Code from your Intention,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",,No: program uses external libraries but are not referenced appropriately,False,R
Intention is All you Need: Refining your Code from your Intention,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",,Yes,False,R
Interactive Cross-Language Pointer Analysis For Resolving Native Code in Java Programs,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,Yes,False,A
Interactive Cross-Language Pointer Analysis For Resolving Native Code in Java Programs,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
Interactive Cross-Language Pointer Analysis For Resolving Native Code in Java Programs,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
Invivo Fuzzing by Amplifying Actual Executions,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),No,Yes,False,A
Invivo Fuzzing by Amplifying Actual Executions,F1.2. Different versions of the software are assigned distinct identifiers.,No,Yes,False,F
Invivo Fuzzing by Amplifying Actual Executions,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Invivo Fuzzing by Amplifying Actual Executions,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
Iterative Generation of Adversarial Example for Deep Code Models,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),,Yes,False,A
Iterative Generation of Adversarial Example for Deep Code Models,"A1.1. The protocol is open, free, and universally implementable.",,Yes,False,A
Iterative Generation of Adversarial Example for Deep Code Models,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",,Not necessary,False,A
Iterative Generation of Adversarial Example for Deep Code Models,"A2. Metadata are accessible, even when the software is no longer available.",,Software is currently available,False,A
Iterative Generation of Adversarial Example for Deep Code Models,F1. Software is assigned a globally unique and persistent identifier (DOI),,No,False,F
Iterative Generation of Adversarial Example for Deep Code Models,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,,No,False,F
Iterative Generation of Adversarial Example for Deep Code Models,F1.2. Different versions of the software are assigned distinct identifiers.,,No,False,F
Iterative Generation of Adversarial Example for Deep Code Models,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,,No,False,F
Iterative Generation of Adversarial Example for Deep Code Models,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,,No,False,F
Iterative Generation of Adversarial Example for Deep Code Models,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",,No,False,F
Iterative Generation of Adversarial Example for Deep Code Models,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",,Yes,False,I
Iterative Generation of Adversarial Example for Deep Code Models,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",,No: no datasets used,False,I
Iterative Generation of Adversarial Example for Deep Code Models,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",,No,False,R
Iterative Generation of Adversarial Example for Deep Code Models,R1.1. Software is given a clear and accessible license.,,No,False,R
Iterative Generation of Adversarial Example for Deep Code Models,R1.2. Software is associated with detailed provenance (version history).,,No,False,R
Iterative Generation of Adversarial Example for Deep Code Models,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",,Yes,False,R
Iterative Generation of Adversarial Example for Deep Code Models,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",,No,False,R
Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,"A2. Metadata are accessible, even when the software is no longer available.",Yes,No,False,A
Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,F1. Software is assigned a globally unique and persistent identifier (DOI),Yes,No,False,F
Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Yes,No,False,F
Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Yes,False,R
Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,R1.1. Software is given a clear and accessible license.,Yes,No,False,R
Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
Knowledge-Enhanced Program Repair for Data Science Code,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),No,Yes,False,A
Knowledge-Enhanced Program Repair for Data Science Code,"A1.1. The protocol is open, free, and universally implementable.",No,Yes,False,A
Knowledge-Enhanced Program Repair for Data Science Code,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
Knowledge-Enhanced Program Repair for Data Science Code,F1.2. Different versions of the software are assigned distinct identifiers.,No,Yes,False,F
Knowledge-Enhanced Program Repair for Data Science Code,R1.1. Software is given a clear and accessible license.,No,Yes,False,R
LLM Based Input Space Partitioning Testing for Library APIs,R1.1. Software is given a clear and accessible license.,Yes,No,False,R
LLM Based Input Space Partitioning Testing for Library APIs,R1.2. Software is associated with detailed provenance (version history).,No,Yes,False,R
LLM Based Input Space Partitioning Testing for Library APIs,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,No,False,A
LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
LLM-Aided Automatic Modeling for Security Protocol Verification,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,Yes,False,F
LLM-Aided Automatic Modeling for Security Protocol Verification,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
LLM-Aided Automatic Modeling for Security Protocol Verification,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Yes,False,R
LLM-Aided Automatic Modeling for Security Protocol Verification,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
LLM-Aided Automatic Modeling for Security Protocol Verification,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),No,Yes,False,A
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,"A1.1. The protocol is open, free, and universally implementable.",No,Yes,False,A
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No,No: no datasets used,False,I
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,R1.1. Software is given a clear and accessible license.,No,Yes,False,R
LLMs Meet Library Evolution: Evaluating Deprecated API Usage in LLM-based Code Completion,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No,Yes,False,R
LWDIFF: an LLM-Assisted Differential Testing Framework for Webassembly Runtimes,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
LWDIFF: an LLM-Assisted Differential Testing Framework for Webassembly Runtimes,F1.2. Different versions of the software are assigned distinct identifiers.,No,Yes,False,F
LWDIFF: an LLM-Assisted Differential Testing Framework for Webassembly Runtimes,R1.2. Software is associated with detailed provenance (version history).,No,Yes,False,R
LWDIFF: an LLM-Assisted Differential Testing Framework for Webassembly Runtimes,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
Large Language Models as Configuration Validators,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Yes,Not necessary,False,A
Large Language Models as Configuration Validators,"A2. Metadata are accessible, even when the software is no longer available.",Yes,Software is currently available,False,A
Large Language Models as Configuration Validators,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
Large Language Models as Configuration Validators,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Large Language Models as Configuration Validators,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
Large Language Models for Safe Minimization,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,Yes,False,A
Large Language Models for Safe Minimization,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: no datasets used,Yes,False,I
Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,R1.2. Software is associated with detailed provenance (version history).,No,Yes,False,R
Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
Leveraging Large Language Models to Detect NPM Malicious Packages,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Artefact Unavailable,Yes,False,A
Leveraging Large Language Models to Detect NPM Malicious Packages,"A1.1. The protocol is open, free, and universally implementable.",Artefact Unavailable,Yes,False,A
Leveraging Large Language Models to Detect NPM Malicious Packages,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Artefact Unavailable,Not necessary,False,A
Leveraging Large Language Models to Detect NPM Malicious Packages,"A2. Metadata are accessible, even when the software is no longer available.",Artefact Unavailable,No,False,A
Leveraging Large Language Models to Detect NPM Malicious Packages,F1. Software is assigned a globally unique and persistent identifier (DOI),Artefact Unavailable,No,False,F
Leveraging Large Language Models to Detect NPM Malicious Packages,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Artefact Unavailable,No,False,F
Leveraging Large Language Models to Detect NPM Malicious Packages,F1.2. Different versions of the software are assigned distinct identifiers.,Artefact Unavailable,No,False,F
Leveraging Large Language Models to Detect NPM Malicious Packages,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Artefact Unavailable,No,False,F
Leveraging Large Language Models to Detect NPM Malicious Packages,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,Artefact Unavailable,No,False,F
Leveraging Large Language Models to Detect NPM Malicious Packages,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Artefact Unavailable,No,False,F
Leveraging Large Language Models to Detect NPM Malicious Packages,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Artefact Unavailable,Yes,False,I
Leveraging Large Language Models to Detect NPM Malicious Packages,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Artefact Unavailable,Yes,False,I
Leveraging Large Language Models to Detect NPM Malicious Packages,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Artefact Unavailable,Yes,False,R
Leveraging Large Language Models to Detect NPM Malicious Packages,R1.1. Software is given a clear and accessible license.,Artefact Unavailable,No,False,R
Leveraging Large Language Models to Detect NPM Malicious Packages,R1.2. Software is associated with detailed provenance (version history).,Artefact Unavailable,No,False,R
Leveraging Large Language Models to Detect NPM Malicious Packages,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Artefact Unavailable,Yes,False,R
Leveraging Large Language Models to Detect NPM Malicious Packages,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Artefact Unavailable,Yes,False,R
LiSSA: Toward Generic Traceability Link Recovery Through Retrieval-Augmented Generation,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",No: no datasets used,Yes,False,I
LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),No,Yes,False,A
LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,"A1.1. The protocol is open, free, and universally implementable.",No,Yes,False,A
LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,F1.2. Different versions of the software are assigned distinct identifiers.,No,Yes,False,F
LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",No,Yes,False,R
LibreLog: Accurate and Efficient Unsupervised Log Parsing Using Open-Source Large Language Models,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No,Yes,False,R
Licoeval: Evaluating LLMs on License Compliance in Code Generation,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),No,Yes,False,A
Licoeval: Evaluating LLMs on License Compliance in Code Generation,"A2. Metadata are accessible, even when the software is no longer available.",No,Software is currently available,False,A
Licoeval: Evaluating LLMs on License Compliance in Code Generation,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
Licoeval: Evaluating LLMs on License Compliance in Code Generation,F1.2. Different versions of the software are assigned distinct identifiers.,No,Yes,False,F
Licoeval: Evaluating LLMs on License Compliance in Code Generation,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Licoeval: Evaluating LLMs on License Compliance in Code Generation,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
Lightweight Concolic Testing via Path-Condition Synthesis for Deep Learning Libraries,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
MAGIKA: AI-Powered Content-Type Detection,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,No,False,A
MAGIKA: AI-Powered Content-Type Detection,F1. Software is assigned a globally unique and persistent identifier (DOI),Yes,No,False,F
MAGIKA: AI-Powered Content-Type Detection,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Yes,No,False,F
MAGIKA: AI-Powered Content-Type Detection,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Yes,No,False,F
MAGIKA: AI-Powered Content-Type Detection,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,Yes,No,False,F
MAGIKA: AI-Powered Content-Type Detection,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Yes,No,False,F
MARQ: Engineering Mission-Critical AI-Based Software with Automated Result Quality Adaptation,"A2. Metadata are accessible, even when the software is no longer available.",Yes,Software is currently available,False,A
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,,False,A
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"A1.1. The protocol is open, free, and universally implementable.",Yes,,False,A
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Not necessary,,False,A
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"A2. Metadata are accessible, even when the software is no longer available.",Yes,,False,A
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,F1. Software is assigned a globally unique and persistent identifier (DOI),Yes,,False,F
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Yes,,False,F
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,F1.2. Different versions of the software are assigned distinct identifiers.,Yes,,False,F
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Yes,,False,F
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,Yes,,False,F
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Yes,,False,F
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,,False,I
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,,False,I
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,,False,R
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,R1.1. Software is given a clear and accessible license.,Yes,,False,R
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,R1.2. Software is associated with detailed provenance (version history).,Yes,,False,R
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,,False,R
Measuring the Runtime Performance of C++ Code Written by Humans Using Github Copilot,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,,False,R
Metamorphic-Based Many-Objective Distillation of LLMs for Code-Related Tasks,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,No,False,R
Metamorphic-Based Many-Objective Distillation of LLMs for Code-Related Tasks,R1.2. Software is associated with detailed provenance (version history).,Yes,No,False,R
Metamorphic-Based Many-Objective Distillation of LLMs for Code-Related Tasks,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
Mobile Application Coverage: The 30% Curse and Ways Forward,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,,False,A
Mobile Application Coverage: The 30% Curse and Ways Forward,"A1.1. The protocol is open, free, and universally implementable.",Yes,,False,A
Mobile Application Coverage: The 30% Curse and Ways Forward,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Not necessary,,False,A
